title,location,price,property_type,bedrooms,bathrooms,toilets,added_date,updated_date,url,city,page
7 bedroom detached duplex for sale,"Asokoro District, Abuja","1,500,000,000",Detached Duplex,7,7,8,18 Oct 2025,30 Jan 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/asokoro-district/3154514-standard-chairman-abode-in-a-premium-environment,abuja,5
4 bedroom semi-detached duplex for sale,"By Naf Conference And Next Cash And Carry Road, Kado, Abuja","350,000,000",Semi-detached Duplex,4,5,5,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/kado/3355004-fully-furnished-and-gated-4bedroom,abuja,5
5 bedroom semi-detached duplex for sale,"Opposite Judges Qtrs, Katampe, Abuja","300,000,000",Semi-detached Duplex,5,5,6,18 Feb 2026,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/katampe-district/3349453-5-bedroom-semi-detached-duplex,abuja,5
4 bedroom terraced duplex for sale,"Guzape District, Abuja","210,000,000",Terraced Duplex,4,4,5,25 Oct 2025,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/guzape-district/3168369-4-bedroom-terraced-duplex-with-a-bq-carcass,abuja,5
Residential land for sale,"Mabushi, Abuja","500,000,000",Residential Land,,,,18 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/mabushi/3348208-1300sqm-residential-c-of-o,abuja,5
6 bedroom detached duplex for sale,"Katampe Extension, Katampe, Abuja","1,300,000,000",Detached Duplex,6,7,7,18 Feb 2026,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/katampe-district/katampe-extension/3347927-magnificent-6-bedroom-detached-house,abuja,5
Shop for sale,"Efab Metropolis Gate., Karsana North, Karsana, Abuja","165,000,000",Shop,,,2,07 Jan 2026,05 Feb 2026,https://nigeriapropertycentre.com/for-sale/commercial/shops/abuja/karsana/karsana-north/3281803-beautiful-shops-triplex-duplexs-with-lounge-and-functional-spaces,abuja,5
7 bedroom detached duplex for sale,"Efab Metropolis Estate, Gwarinpa, Abuja","500,000,000",Detached Duplex,7,8,8,16 Sep 2025,09 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/gwarinpa/3098187-architectural-design-7-bedroom-fuly-detached-duplex-with-pool,abuja,6
4 bedroom detached duplex for sale,"Jabi, Abuja","269,000,000",Detached Duplex,4,4,4,05 Feb 2026,06 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/jabi/3327861-four-bedroom-detached-duplex-with-2-bedrooms-bq,abuja,6
3 bedroom block of flats for sale,"Katampe, Abuja","120,000,000",Block of Flats,3,3,4,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/katampe-district/3354851-newly-built-3-bedroom-apartment-bq-second-floor,abuja,6
3 bedroom terraced duplex for sale,"Guzape District, Abuja","250,000,000",Terraced Duplex,3,4,4,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/guzape-district/3354845-cost-friendly-terraced-house,abuja,6
4 bedroom detached duplex for sale,"Apo Resettlement, Apo, Abuja","390,000,000",Detached Duplex,4,5,5,19 Feb 2026,19 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/apo/apo-resettlement/3350510-luxury-4-bedroom-fully-detached-duplex,abuja,6
5 bedroom detached duplex for sale,"Guzape District, Abuja","4,500,000,000",Detached Duplex,5,6,6,19 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/guzape-district/3350581-3-unit-of-luxury-5-bedroom-duplexes,abuja,6
5 bedroom detached duplex for sale,"Katampe Extension, Katampe, Abuja","1,500,000,000",Detached Duplex,5,65,6,12 Feb 2026,17 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/katampe-district/katampe-extension/3340703-new-built-contemporary-5-bedroom-with-2-room-bq,abuja,6
4 bedroom detached duplex for sale,"Lugbe District, Abuja","90,000,000",Detached Duplex,4,4,5,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/lugbe-district/3354836-newly-constructed-4-bedroom-fully-detached-duplex-with-bqcarcass,abuja,6
Residential land for sale,"Lugbe District, Abuja","9,000,000",Residential Land,,,,19 Nov 2025,21 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/lugbe-district/3210508-450sqm-residential-land,abuja,6
4 bedroom terraced duplex for sale,"Main, Guzape District, Abuja","420,000,000",Terraced Duplex,4,4,5,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/guzape-district/3354762-3-units-of-4-bedroom-terraced-duplexes-w-bq,abuja,6
Residential land for sale,"Kuje, Abuja","1,500,000",Residential Land,,,,29 Oct 2025,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/kuje/3174032-land-for-2-bedroom-fully-detached-duplex-with-bq,abuja,6
3 bedroom flat / apartment for sale,"Maitama Extension, Mpape, Maitama 2, Maitama District, Abuja","120,000,000",Flat / Apartment,3,3,4,08 May 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/maitama-district/maitama-2/2859105-luxurious-3-bedroom-fully-furnished-apartment-with-bq,abuja,6
Residential land for sale,"Mpape, Maitama 2, Maitama District, Abuja","55,000,000",Residential Land,,,,18 May 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/maitama-district/maitama-2/2875788-residential-land-with-building-approval-corner-piece,abuja,6
3 bedroom block of flats for sale,"Maitama Extension, Mpape, Maitama 2, Maitama District, Abuja","110,000,000",Block of Flats,3,3,4,13 Jul 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/abuja/maitama-district/maitama-2/2975111-exquisite-3-bedroom-apartment-with-bq,abuja,6
4 bedroom terraced duplex for sale,"Maitama Extension, Mpape, Maitama 2, Maitama District, Abuja","190,000,000",Terraced Duplex,4,4,5,28 Sep 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/maitama-district/maitama-2/3118776-standard-4-bedroom-terraced-duplex-with-bq,abuja,6
4 bedroom terraced duplex for sale,"Wuye, Abuja","750,000,000",Terraced Duplex,4,4,5,23 Dec 2025,16 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/abuja/wuye/3265591-luxury-4-bedroom-maisonette-with-pool-and-gym,abuja,6
6 bedroom semi-detached duplex for sale,"Guzape Main, Guzape District, Abuja","500,000,000",Semi-detached Duplex,6,6,7,07 Jan 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/abuja/guzape-district/3282390-exquisite-6-bedroom-semi-detached-duplex-with-bq,abuja,6
5 bedroom detached duplex for sale,"Jabi, Abuja","900,000,000",Detached Duplex,5,,6,24 Jun 2025,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/jabi/2938216-5-bedroom-detached-duplex,abuja,6
Residential land for sale,"Opposite Dafra Primary School, Kuje, Abuja","4,600,000",Residential Land,,,,12 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/kuje/3340313-luxury-4-bedroom-duplex-with-exquisite-design-off-plan,abuja,6
3 bedroom flat / apartment for sale,"By Starville School, Jahi, Abuja","80,000,000",Flat / Apartment,3,,,30 Jan 2026,02 Feb 2026,https://nigeriapropertycentre.com/for-sale/flats-apartments/abuja/jahi/3319693-distress-brand-new-3-bedroom-flat-in-a-fantastic-location,abuja,6
Residential land for sale,"Orozo, Abuja","1,500,000",Residential Land,,,,22 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/orozo/3354723-luxury-estate-land-in-karshi-orozo-by-debbie-suites-apartments,abuja,6
5 bedroom detached duplex for sale,"Galadimawa, Abuja","320,000,000",Detached Duplex,5,6,6,18 Feb 2026,18 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/abuja/galadimawa/3349524-luxury-5-bedroom-stand-alone-duplex,abuja,7
Residential land for sale,"Katampe Extension, Katampe, Abuja","1,300,000,000",Residential Land,,,,22 Feb 2026,23 Feb 2026,https://nigeriapropertycentre.com/for-sale/land/residential-land/abuja/katampe-district/katampe-extension/3354717-2546sqm-of-a-residential-land-in-katampe-extension-tarred-road,abuja,7
4 bedroom house for sale,"Maitama District, Abuja","1,500,000,000",House,4,,5,15 Feb 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/maitama-district/3343949-newly-completed-4-bedroom-fully-detached-2bq-contemporary-duplex,abuja,7
8 bedroom house for sale,"Asokoro District, Abuja","5,000,000,000",House,8,,9,14 Jan 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/asokoro-district/3293244-8-bedroom-mansion-features-home-automation,abuja,7
4 bedroom house for sale,"Wuye, Abuja","380,000,000",House,4,,5,02 Jan 2026,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/wuye/3274338-4-bedroom-terrace-duplex-with-bq,abuja,7
9 bedroom house for sale,"Maitama District, Abuja","10,000,000,000",House,9,,10,05 Dec 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/maitama-district/3237743-newly-developed-9-bedrooms-exquisite-mansion-with-a-penthouse-elevator,abuja,7
7 bedroom house for sale,"Jabi, Abuja","2,500,000,000",House,7,,8,28 Nov 2025,22 Feb 2026,https://nigeriapropertycentre.com/for-sale/houses/abuja/jabi/3226727-7-bedroom-1500sqm-c-of-o,abuja,7
